Group	AD	AD	AD	AD	AP	AP	AP	AP	AP	AP	CON	CON	CON	CON	CON	CON
Taxon	AD1	AD5	AD6	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__[Eubacterium]_brachy_group|s__uncultured_bacterium	0	0.000671141	0	0	0	0	0	0	0	0.000447427	0.000820283	0	0.000372856	0	0	7.46E-05
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0.000894855	0	0	0	0	0	0	0	0.000745712
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0	0	0	0	0	0	0	0.000521999	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__uncultured_bacterium	0.006636838	0.002535421	0.001267711	0.00186428	0	0.003430276	0.001491424	0.005294556	0.001118568	0	0	0	0.003206562	0	0.00246085	0.001043997
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0	0	0	0	0	0.001938852	0	0	0	0	0	0.000671141
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group	0	0	0	0.001342282	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_RC9_gut_group|s__uncultured_organism	0	0.000521999	0.004175988	0.012229679	0.011782252	0.016703952	0.020059657	0.012826249	0.006487696	0.007606264	0.002833706	0.009023117	0.001193139	0.001342282	0.007233408	0.005741984
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.000969426	0.001043997	0.002535421	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000521999	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Anaerotruncus|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.000372856	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Eubacterium_sp.	0	0	0	0	0.001342282	0	0	0	0	0.00186428	0	0	0.000745712	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014|s__unidentified	0	0	0	0	0	0.000671141	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149142
d__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_lentus	0	0	0.000447427	0	0.00246085	0	0	0	0	0.000671141	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__unidentified	0	0	0	0	0.000447427	0	0.000671141	0.001043997	7.46E-05	0.01655481	0	0	0.000894855	0	0.000671141	0.000745712
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.00186428	0	0	0.000894855	0.001118568	0	0	0.001267711	0	0	0	0	0.001118568	0	0.000372856	0.001043997
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-001|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0.000447427	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis	0.001640567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_Bacteroidales	0	0.036241611	0.021401939	0.015659955	0.021401939	0.026771066	0.017300522	0.015809098	0.027143922	0.018642804	0.008426547	0.012080537	0.023042506	0.018195377	0.021029083	0.03251305
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0.001342282	0.001267711	0.001118568	0.001342282	0	0.000745712	0.000894855	0.001267711	0.00186428	0.000820283	0.002311708	0.004175988	0.004250559	0.001416853
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptococcales|f__Peptococcaceae|g__Peptococcus	0	0	0	0	0	0	0	0	0	0	7.46E-05	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000820283
d__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Coriobacteriaceae_UCG-002|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.000969426	0.001193139	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0	0	0	0.002609993	0.002311708	0.006263982	0.003504847	0	0.002609993	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0	0	0	0	0	0	0	0	0.000372856	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0	0	0	0	0	0	0.002237136	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0	0.005443699	0	0	0	0.000447427	0.001491424	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.079642058	0.125727069	0.239373602	0.181730052	0.323713647	0.233333333	0.151454139	0.273974646	0.049739001	0.068307233	0.002982849	0	0.047800149	0.056748695	0.234824758	0.003206562
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059657	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-006	0	0.002162565	0	0	0	0.000969426	0.001118568	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.010663684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__uncultured_bacterium	0	0	0.000745712	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0.000894855	0.001715138	0	0.00059657
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_Bacteroidales	0	0.018568233	0.011409396	0.008873975	0.01163311	0.012602535	0.009246831	0.008128262	0.012378822	0.010216257	0	0.005965697	0.009992543	0.00857569	0.010663684	0.015287099
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000521999
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0.001043997	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0.001789709	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0.000149142	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__uncultured_bacterium	0	0	0	0	0	0	0	0	7.46E-05	0	0.000745712	0	0	0	0	0.000521999
d__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__RF39|g__RF39|s__uncultured_bacterium	0	0	0	0	0	0.00059657	0.000447427	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_danieliae	0.002386279	0.000223714	0	0	0	0.00186428	0.000745712	0.00059657	0	0.000372856	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0.00186428	0	0	0	0.000671141	0.001118568	0.001491424	0.000820283	0	0	0.000894855	7.46E-05	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.00305742	0	0.003281133	0	0	0	0	0	0	0	0.002162565	0	0.002908277	0.001043997	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_ventriosum_group|s__uncultured_Clostridiales	0.006413125	0.000298285	0.00059657	0.005891126	0.000894855	0.002684564	0.00365399	0.006935123	0.000820283	0	0.002311708	0.003355705	0	0	0.003206562	0.003281133
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000745712	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0.006413125	0	0	0	0	0.002013423	0	0.005219985	0	0	0	0	0	0.000969426
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0.004772558	0.003355705	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__unidentified	0	0	0	0	0	0	0	0.000820283	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0.000820283	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298285	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.000820283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.001043997	0.000149142	0.000969426	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0	0.000372856	0.001342282	0.000447427	0	0.001267711	0.000820283	0	0	0.000969426	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas	0	0.000149142	0	0	0	0	0.000745712	0	0	0	0.001565996	0	0.001267711	0	0	0.00059657
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059657
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0.001342282	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066575|s__uncultured_bacterium	0.000671141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Deferribacterota|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Mucispirillum|s__Mucispirillum_schaedleri	0.006935123	0.000820283	0	0	0.000671141	0	0.000969426	0	0.000372856	0.002535421	0.010961969	0.000447427	0.011409396	0.006487696	0.001193139	0.005294556
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.000298285	0	0	0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__uncultured|s__uncultured_Desulfovibrionales	0	0.000298285	0	0	0	0	0.000447427	0	0	0.000745712	0.000447427	0	0.000894855	0	0.000372856	0.000521999
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0.006040268	0.001118568	0	0	0.001416853	0	0	0	0	0	0	0.00186428	0	0	0.000671141
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000521999	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0.00059657	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__uncultured	0.000820283	0	0	0	0	7.46E-05	0	0	0	0	0.000447427	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus	0	0	0	0.00059657	0	0.002237136	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0.000372856	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0.000745712	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Colidextribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001938852	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis|s__uncultured_bacterium	0	0	0	0.00059657	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0	0	0	0	0	0	0	0	0	0	0.00059657	0	0	0.015212528	0.000521999	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0.001193139	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0.007158837	0	0	0	0	0	0	0	0	0.000820283	0.000223714	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0.007829978	0	0	0	0	0	0	0.000820283	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46E-05
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.001789709	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0.004101417	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0.002609993	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0.000521999	0.001193139	0	0	0.000372856
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.001193139	0	0	0	0	0	0	0	0	0	0.000745712	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0.000223714	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298285	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter	0	0	0	0	0	0	0	0	0	0.001789709	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0.001043997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.002833706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	7.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0.001715138	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis|s__uncultured_bacterium	7.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0.059358688	0.018195377	0.020059657	0.024906786	0.010514541	0.017598807	0.049589858	0.014914243	0.025652498	0.009023117	0.013944817	0.028784489	0.018195377	0.013124534	0.020208799
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0	0	0	0	0	0	0	0	0	0	0	0.000372856	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149142	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__uncultured_bacterium	0	0.000521999	0	0.005443699	0.001715138	0.010887397	0.005145414	0.013049963	0.003877703	0.044519016	0.007904549	0.012677107	0.014615958	0.007531693	0.005145414	7.46E-05
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_Bacteroidales	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000372856	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.160775541	0.073079791	0.182997763	0.237956749	0.111931394	0.186950037	0.108650261	0.074794929	0.318568233	0.260775541	0.345935869	0.599254288	0.071290082	0.239373602	0.29142431	0.516778523
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0	0	0	0	0.000745712	0	0	0	0	0	0.001043997	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Anaerotruncus|s__uncultured_bacterium	0.003579418	0.000894855	0.001118568	0.00059657	0	0	0.001267711	0	0.000372856	0.000521999	0.000745712	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0.000372856	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group|s__unidentified	0	0	0	0	0.000298285	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__unidentified	0	0	0	0	0	0.00059657	0.000671141	0.000298285	0	0.000671141	0	0.000149142	0.000894855	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.006711409	0	0.00059657	0	0	0.000820283	0.000671141	0	0	0	0	0	0.002982849	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Clostridium_sp.	0	0	0	0	0	0	0	0	0	0.000372856	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0	0	0	0	0	0.001416853	0	0.004026846	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0	0	0.00611484	0	0	0.001491424	0	0.003131991	0	0.02207308	0.007829978	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__RF39|g__RF39|s__unidentified	0	0	0	0	0	0	0.000372856	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__gut_metagenome	0	0	0	0	0	0	0	0	0	0.000223714	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis|s__Clostridium_sp.	0	0	0	0	0	0	0.000969426	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GCA-900066575|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.001267711	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0	0	0.000447427	0	0	0	0	0	0	0	0	0	0	0.000372856	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0.000223714	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0	0	0	0.001789709	0.005219985	0	0	0.006189411	0	0	0.007680835	0	0.022818792	0.011782252	0.001491424	0.006785981
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_oxidoreducens_group|s__uncultured_bacterium	0.000298285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0.000372856	0	0	0	0	0.001043997	0	0	0	0	0.000671141	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	7.46E-05	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.000223714	0	0	0	7.46E-05	0.001416853	0.004250559	0.001715138	0.000820283	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium	0.001789709	0	0	0	0	0	0.001118568	0	0	0.003131991	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0	0	0	0	0	0	0.000969426	0	0	0	0.00059657	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.000820283	0	0	0	0	0	0	0	0	0	0.000671141	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis|s__uncultured_bacterium	0	0	0	0	0	0.000149142	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia	0	0.000521999	0.002087994	0	0	0	0.001342282	0	0.000447427	0.001491424	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0.000372856	0.000969426	0.001193139	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	0	0.000298285	0	0	0	0	0	0	0	0	0	0	0.001416853	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000521999	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__uncultured_bacterium	0	0	0	0	0	0	0	0.000372856	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0.000149142	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0.001416853	0	0.003728561	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001193139	0	0
d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149142	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus	0	0	0	0	0.000521999	0.001342282	0	0.000820283	0.000223714	0	0	0	0	0	0	0
d__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_marmotae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223714	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group|s__unidentified	0	0	0	0	0	0	0.000447427	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_Bacteroidales	0	0	0	0	0.00059657	0.000894855	0	0.000745712	0	0	0	0.00186428	0	0	0	0
